Submitter Organization,County,Sub county,Ward,Vaccination Site(s),Latitude,Longitude,Vaccination Date,Species,Disease,Specify other disease,Total number vaccinated,Number of beneficiaries (HHs)
County Government,Marsabit,Laisamis,Korr/Ngurunit,Lengima Borehole ,2.011905,37.50954333333333,2026-02-21,Goats,Peste des Petit Ruminants (PPR),Unknown,494,40
County Government,Marsabit,Laisamis,Korr/Ngurunit,Lengima Borehole ,2.0119683333333334,37.50953333333334,2026-02-23,Sheep,Peste des Petit Ruminants (PPR),Unknown,278,43
County Government,Makueni,Makueni,Kathonzweni,Assumpter,-1.9092108,37.7262595,2026-02-23,Cattle,Foot and Mouth Disease (FMD),Unknown,12,1
County Government,Makueni,Makueni,Kathonzweni,Mutungi,-1.9122676,37.7309106,2026-02-23,Cattle,Foot and Mouth Disease (FMD),Unknown,11,1
County Government,Taita Taveta,Wundanyi,Werugha,Kese,-3.381503,38.3358373,2026-02-23,Cattle,Lumpy Skin Disease (LSD),Unknown,56,26
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Muuani,-1.8718092,37.494311,2026-02-23,Cattle,Foot and Mouth Disease (FMD),Unknown,34,9
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Muuani ,-1.8718092,37.494311,2026-02-23,Cattle,Lumpy Skin Disease (LSD),Unknown,34,9
County Government,Nakuru,Njoro,Njoro,Subcutaneous,-0.3856394,35.9354403,2026-02-23,Sheep,Rabies,Unknown,1,4
County Government,Nakuru,Rongai,Solai,Lower Solai,-0.021306,36.1404523,2026-02-20,Sheep,Peste des Petit Ruminants (PPR),Unknown,100,3
County Government,Vihiga,Hamisi,Shamakhokho,Shamakhokho ,0.1124106,34.8308856,2026-02-24,Dogs,Canine Distemper (CD),Unknown,2,1
County Government,Vihiga,Hamisi,Shamakhokho,Shamakhokho ,0.115631,34.8311984,2026-02-24,Dogs,Leptospirosis,Unknown,2,1
County Government,Kwale,Lungalunga,Pongwe/Kikoneni,Misufini,-4.6302707,39.3626057,2026-02-24,Cattle,Foot and Mouth Disease (FMD),Unknown,20,25
County Government,Narok,Narok North,Narok Town,London Estate,-1.0888207,35.8709677,2026-02-24,Chicken,Fowl Pox,Unknown,492,4
County Government,Vihiga,Hamisi,Gisambai,Matuga,0.0621931,34.7559519,2026-02-24,Cattle,Foot and Mouth Disease (FMD),Unknown,76,28
County Government,Makueni,Kibwezi West,Emali/Mulala,Matiku  Crush Site,-2.0172016,37.4793095,2026-02-24,Cattle,Foot and Mouth Disease (FMD),Unknown,152,44
County Government,Makueni,Kibwezi West,Emali/Mulala,Matiku Crush Site,-2.0172016,37.4793095,2026-02-24,Cattle,Lumpy Skin Disease (LSD),Unknown,152,44
County Government,Vihiga,Hamisi,Gisambai,Njegereni,0.062913,34.7556066,2026-02-24,Cattle,Foot and Mouth Disease (FMD),Unknown,16,8
County Government,Kajiado,Kajiado West,Keekonyokie,Olomeyana,,,2025-10-31,Cattle,Foot and Mouth Disease (FMD),Unknown,350,20
County Government,Kitui,Mwingi West,Migwani,Mumbuni,-1.0972513,38.0193807,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,35,13
County Government,Tana River,Garsen,Garsen West,Village ,-2.04079295,39.48634113333333,2026-02-14,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,1000,5
County Government,Tana River,Garsen,Garsen West,Village ,-2.0407971833333334,39.48634355,2026-02-17,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,500,3
County Government,Tana River,Garsen,Garsen West,Village ,-2.0408063,39.48634631666666,2026-02-18,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,250,1
Private,Makueni,Kaiti,Ukia,Home,-1.7354739,37.4306159,2026-02-25,Dogs,Parvovirus,Unknown,2,1
County Government,Nakuru,Rongai,Soin,Unknown,,,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,80,3
County Government,Nakuru,Njoro,Njoro,Subcutaneous,-0.3326253,35.9429866,2026-02-25,Dogs,Parvovirus,Unknown,1,3
County Government,Nakuru,Kuresoi South,Tinet,Unknown,,,2026-02-25,Dogs,Rabies,Unknown,80,53
County Government,Kakamega,Malava,Butali/Chegulo,Wavoka,0.4698899,34.8624778,2026-02-25,Dogs,Rabies,Unknown,3,1
County Government,Kisumu,Kisumu East,Nyalenda 'A',Kasagam Secondary ,-0.1147518,34.7728709,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,21,2
Private,Kisumu,Muhoroni,Chemelil,Gatundu,-0.1158768,35.1655476,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,46,10
County Government,Narok,Narok East,Mosiro,Unknown,,,2026-02-25,Sheep,Other,Blue Tongue,150,3
Private,Kisumu,Muhoroni,Chemelil,Oseng Teti,-0.0905836,35.1270499,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,66,14
Private,Marsabit,North Horr,Maikona,Maikona ,3.6120939,37.3504988,2026-02-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,1230,4020
County Government,Makueni,Makueni,Kitise/Kithuki,Kasayani,-1.9722233333333332,37.83559666666667,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,39,8
County Government,Makueni,Makueni,Kitise/Kithuki,Kithuki,-1.990585,37.85680833333333,2026-02-24,Cattle,Foot and Mouth Disease (FMD),Unknown,32,8
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,UPENDO MRKT ,-1.8806874,37.5209725,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,53,15
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,UPENDO MRKT ,-1.8843671,37.5109756,2026-02-25,Cattle,Lumpy Skin Disease (LSD),Unknown,53,15
County Government,Makueni,Kibwezi West,Emali/Mulala,Kosovo (Kiuani Crush),-2.0454152,37.4909776,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,208,61
County Government,Makueni,Kibwezi West,Emali/Mulala,Kosovo( Kiuani Crush),-2.0454152,37.4909776,2026-02-25,Cattle,Lumpy Skin Disease (LSD),Unknown,208,61
County Government,Vihiga,Hamisi,Gisambai,JEGERENI,0.0595503,34.7614768,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,15,5
County Government,Nakuru,Naivasha,Hells Gate,Unknown,-0.7161054,36.2998531,2026-02-25,Dogs,Rabies,Unknown,1,1
County Government,Nakuru,Naivasha,Hells Gate,Unknown,-0.8023786,36.4885083,2026-02-25,Dogs,Rabies,Unknown,1,1
County Government,Bomet,Konoin,Mogogosiek,Kapletio ,-0.6165881,35.2444915,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,146,48
Private,Makueni,Kilome,Kiima Kiu/Kalanzoni,Kalimbini,-1.8080013,37.2796536,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,31,4
County Government,Kisumu,Kisumu West,Kisumu North,Field/ Crushpens,0.0077978,34.5910776,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,70,1500
County Government,Kwale,Lungalunga,Pongwe/Kikoneni,Unknown,-4.5342814,39.3684387,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,18,25
County Government,Kwale,Matuga,Waa,Farm,-4.2013587,39.603796,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,18,0
County Government,Kwale,Matuga,Waa,Farm,-4.1893113,39.5908733,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,14,6
County Government,Narok,Narok South,Majimoto/Naroosura,Olepariata,-1.337683,35.8322564,2026-01-26,Sheep,Sheep Pox,Unknown,16,1
County Government,Narok,Narok North,Narok Town,Motonyi,-1.0789203,35.8557709,2026-02-21,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,27,1
County Government,Narok,Narok South,Majimoto/Naroosura,Olepariata,-1.3897384,35.8274845,2026-01-26,Sheep,Sheep Pox,Unknown,500,4
County Government,Narok,Transmara West,Keyian,Oloontare,-0.9889695,34.6457248,2026-02-26,Cattle,Lumpy Skin Disease (LSD),Unknown,60,1
County Government,Kwale,Lungalunga,Pongwe/Kikoneni,Mangwei,-4.5136316,39.2834817,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,7,25
County Government,Kisumu,Nyando,Ahero,Kosida,-0.1776933,34.9153406,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,80,29
County Government,Baringo,Baringo South,Marigat,Bartulgel,0.4710492,35.9395481,2026-02-26,Goats,Peste des Petit Ruminants (PPR),Unknown,167,1
County Government,Makueni,Mbooni,Tulimani,Wanzauni,-1.556705,37.3979583,2026-02-26,Cattle,Lumpy Skin Disease (LSD),Unknown,12,4
County Government,Nakuru,Naivasha,Hells Gate,Unknown,-0.8385486,36.5508278,2026-03-04,Sheep,Enterotoxaemia,Unknown,22,1
County Government,Kisumu,Muhoroni,Chemelil,MASHAMBANI ,-0.079763,35.1940657,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,101,30
County Government,Vihiga,Hamisi,Gisambai,Njegereni ,0.0550925,34.7491278,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,11,5
County Government,Makueni,Kibwezi West,Nguu/Masumba,Utini,-2.1176008,37.5855848,2026-02-24,Cattle,Foot and Mouth Disease (FMD),Unknown,76,15
County Government,Makueni,Makueni,Kitise/Kithuki,Kiuukuc,-1.970111666666667,37.81575333333333,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,41,8
County Government,Kwale,Matuga,Tsimba Golini,Farm,-4.149573,39.4856324,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,20,6
County Government,Kisumu,Kisumu West,Kisumu North,Field/crushpens,0.0183602,34.5813897,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,83,1200
County Government,Makueni,Kibwezi West,Emali/Mulala,kitandi crush,-1.965982,37.530302,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,67,19
County Government,Nakuru,Kuresoi South,Tinet,ngaraum,,,2026-02-25,Dogs,Rabies,Unknown,200,150
County Government,Makueni,Kibwezi West,Emali/Mulala,Mulala Crush,-1.965982,37.530302,2026-02-26,Cattle,Lumpy Skin Disease (LSD),Unknown,67,19
County Government,Makueni,Kibwezi West,Emali/Mulala,Mulala Crush,-2.0599083,37.482976,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,46,16
County Government,Makueni,Kibwezi West,Emali/Mulala,Mulala Crush,-2.0599083,37.4822976,2026-02-26,Cattle,Lumpy Skin Disease (LSD),Unknown,46,16
Private,Makueni,Kilome,Mukaa,Makiou,-1.8551558,37.2766445,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,61,1
County Government,Kwale,Matuga,Waa,Farm ,-4.2013587,39.6037928,2026-02-27,Cattle,Foot and Mouth Disease (FMD),Unknown,26,10
County Government,Kwale,Matuga,Waa,Farm ,-4.1939413,39.5864621,2026-02-27,Cattle,Foot and Mouth Disease (FMD),Unknown,12,15
County Government,Makueni,Kibwezi East,Masongaleni,Yikitaa ,-2.4761133,38.2350058,2026-02-23,Dogs,Rabies,Unknown,4,2
County Government,Kwale,Matuga,Waa,Farm ,-4.1935045,39.5848467,2026-02-27,Cattle,Foot and Mouth Disease (FMD),Unknown,6,8
County Government,Kwale,Matuga,Waa,Farm,-4.1549941,39.61857,2026-02-16,Cattle,Foot and Mouth Disease (FMD),Unknown,385,20
County Government,Makueni,Mbooni,Waia-Kako,Kyangondu ,-1.6244581,37.6710877,2026-02-26,Cattle,Lumpy Skin Disease (LSD),Unknown,89,12
County Government,Narok,Transmara West,Shankoe,Oloosagararam ,-1.0096918,34.8712108,2026-02-27,Cattle,East Coast Fever(ECF),Unknown,17,1
County Government,Nakuru,Naivasha,Viwandani,Unknown,-0.6909818,36.4014828,2026-02-27,Pigs,Enterotoxaemia,Unknown,10,1
County Government,Nakuru,Naivasha,Viwandani,Intramuscular ,1.0,1.0,2026-02-25,Pigs,Enterotoxaemia,Unknown,12,1
County Government,Nakuru,Naivasha,Viwandani,Intramusculary ,-0.6905800000000001,36.40069166666667,2026-02-27,Pigs,Enterotoxaemia,Unknown,25,1
County Government,Nakuru,Naivasha,Hells Gate,Mwiciringiri,-0.7698403,36.4335616,2026-02-27,Dogs,Rabies,Unknown,2,2
Private,Nakuru,Njoro,Lare,S.C,-0.3924011,35.977661,2026-02-27,Dogs,Canine Distemper (CD),Unknown,2,1
County Government,Narok,Narok South,Melelo,Village,-0.9699546,35.6343234,2026-02-27,Sheep,Peste des Petit Ruminants (PPR),Unknown,623,6
County Government,Narok,Narok South,Melelo,Village,-0.9699546,35.6343234,2026-02-27,Goats,Peste des Petit Ruminants (PPR),Unknown,312,6
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Isambani ,-1.8695366,37.5166407,2026-02-27,Cattle,Foot and Mouth Disease (FMD),Unknown,52,24
Private,Kisumu,Muhoroni,Miwani,Yu,-0.1088664,34.750442,2026-02-27,Cattle,Foot and Mouth Disease (FMD),Unknown,12,12
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Isambani ,-1.8809322,37.5209725,2026-02-27,Cattle,Foot and Mouth Disease (FMD),Unknown,52,24
County Government,Nakuru,Rongai,Soin,Poultry ,-0.0674343,35.9412499,2026-02-22,Chicken,Newcastle Disease (NCD),Unknown,100,1
County Government,Makueni,Makueni,Kitise/Kithuki,Kyuasini ,-1.9878366666666665,37.818775,2026-02-27,Cattle,Foot and Mouth Disease (FMD),Unknown,62,12
County Government,Kisumu,Kisumu West,Kisumu North,Field/crushpens,0.0183602,34.5813897,2026-02-27,Cattle,Foot and Mouth Disease (FMD),Unknown,84,1600
County Government,Makueni,Kibwezi West,Nguu/Masumba,Nzeveni ,-2.1862379,37.6654351,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,84,13
County Government,Nakuru,Njoro,Njoro,Subcutaneous,-0.3854809,35.93543,2026-02-27,Cattle,Rabies,Unknown,4,10
County Government,Makueni,Kibwezi West,Makindu,Nduluni,0.2186228,37.953489,2026-02-27,Cattle,Foot and Mouth Disease (FMD),Unknown,132,12
County Government,Lamu,Lamu West,Bahari,Home,-2.392696,40.6982688,2026-02-28,Dogs,Rabies,Unknown,20,6
County Government,Nakuru,Kuresoi South,Tinet,ngaraum,,,2026-02-25,Cattle,Rabies,Unknown,20,5
County Government,Baringo,Baringo South,Marigat,Barturkel,0.49276,35.9584117,2026-02-28,Cattle,Foot and Mouth Disease (FMD),Unknown,276,5
County Government,Baringo,Baringo South,Marigat,Bartulkel,0.49276,35.9584117,2026-02-28,Goats,Peste des Petit Ruminants (PPR),Unknown,600,3
County Government,Makueni,Makueni,Kathonzweni,Mathemba A,-1.88882,37.7509,2026-02-19,Cattle,Foot and Mouth Disease (FMD),Unknown,6,2
County Government,Makueni,Makueni,Kathonzweni,Thavu,-1.95168,37.78209,2026-02-19,Cattle,Foot and Mouth Disease (FMD),Unknown,71,16
County Government,Makueni,Makueni,Kathonzweni,Kavumbu,-1.97347,37.76545,2026-02-20,Cattle,Foot and Mouth Disease (FMD),Unknown,39,4
County Government,Makueni,Makueni,Kathonzweni,Syethe,-2.0463,37.78894,2026-02-23,Cattle,Foot and Mouth Disease (FMD),Unknown,27,4
County Government,Makueni,Makueni,Kathonzweni,Kiangini ,-2.07016,37.68892,2026-02-23,Cattle,Foot and Mouth Disease (FMD),Unknown,69,3
County Government,Makueni,Makueni,Kathonzweni,Kiuani,-1.9339,37.7397,2026-02-24,Cattle,Foot and Mouth Disease (FMD),Unknown,35,3
County Government,Makueni,Makueni,Kathonzweni,Itumbule ,-1.8885265,37.6847185,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,38,10
County Government,Makueni,Makueni,Kathonzweni,Kasambani,-1.9030352,37.6335059,2026-02-27,Cattle,Foot and Mouth Disease (FMD),Unknown,49,7
County Government,Makueni,Makueni,Kathonzweni,Kaiani,-1.88346,37.63383,2026-02-27,Cattle,Foot and Mouth Disease (FMD),Unknown,59,8
County Government,Baringo,Baringo South,Mochongoi,Loboi Cattle Dip,0.3557731,36.0555306,2026-02-28,Cattle,Foot and Mouth Disease (FMD),Unknown,885,40
County Government,Baringo,Baringo South,Mochongoi,Loboi Cattle Dip,0.3557731,36.0555306,2026-02-28,Cattle,Foot and Mouth Disease (FMD),Unknown,664,25
County Government,Baringo,Mogotio,Emining,Radat,0.3557731,36.0555306,2026-02-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,100,2
County Government,Makueni,Makueni,Kathonzweni,Katangini,-1.89405,37.7116,2026-02-27,Cattle,Foot and Mouth Disease (FMD),Unknown,76,13
County Government,Makueni,Makueni,Kathonzweni,Ngomano,-2.05152,37.72711,2026-02-25,Cattle,Foot and Mouth Disease (FMD),Unknown,22,2
County Government,Kisumu,Muhoroni,Chemelil,Kopere,-0.032782,35.1747932,2026-02-28,Cattle,Foot and Mouth Disease (FMD),Unknown,124,7
County Government,Baringo,Baringo South,Mukutani,Loitip,,,2026-03-01,Goats,Peste des Petit Ruminants (PPR),Unknown,496,4
County Government,Baringo,Baringo South,Mukutani,Loitip ,,,2026-03-01,Cattle,Foot and Mouth Disease (FMD),Unknown,65,1
County Government,Baringo,Baringo South,Ilchamus,Loropil,0.4798784,35.9844649,2026-02-28,Cattle,Foot and Mouth Disease (FMD),Unknown,160,15
County Government,Nakuru,Njoro,Njoro,1,-0.3157348,35.9443132,2026-03-01,Chicken,Newcastle Disease (NCD),Unknown,30,1
County Government,Nakuru,Subukia,Waseges,Oral ,0.2005,36.0,2026-03-02,Chicken,Newcastle Disease (NCD),Unknown,60,1
County Government,Baringo,Baringo South,Ilchamus,Eldume Dip,0.4508017,36.0186683,2026-03-01,Cattle,Foot and Mouth Disease (FMD),Unknown,240,8
County Government,Baringo,Baringo South,Ilchamus,Eldume,0.4534967,36.02588,2026-03-02,Sheep,Peste des Petit Ruminants (PPR),Unknown,500,15
County Government,Kwale,Lungalunga,Pongwe/Kikoneni,Anzwani ,-4.6186198,39.3836669,2026-03-02,Cattle,Foot and Mouth Disease (FMD),Unknown,20,25
County Government,Narok,Transmara West,Kilgoris Central,Olosaayiet,-1.0085701,34.8822454,2026-03-02,Cattle,Anthrax,Unknown,15,1
County Government,Kakamega,Ikolomani,Idakho Central,Mali'ya,0.1894093,34.7328125,2026-03-02,Dogs,Rabies,Unknown,4,1
County Government,Nakuru,Gilgil,Gilgil,"Kambi Somali,Site",,,2026-03-02,Dogs,Rabies,Unknown,89,40
County Government,Nakuru,Gilgil,Gilgil,"Kambi Somali,Site",,,2026-03-02,Cats,Rabies,Unknown,20,15
County Government,Vihiga,Hamisi,Gisambai,NJEGERENI,0.0593124,34.7587144,2026-03-02,Cattle,Foot and Mouth Disease (FMD),Unknown,24,10
County Government,Makueni,Makueni,Kitise/Kithuki,Kiambani ,-1.952378333333333,37.800466666666665,2026-03-02,Cattle,Foot and Mouth Disease (FMD),Unknown,2,1
County Government,Makueni,Makueni,Mavindini,Ivinga Nzia ,-1.8365016666666667,37.86443833333333,2026-03-02,Cattle,Lumpy Skin Disease (LSD),Unknown,52,9
County Government,Makueni,Makueni,Mavindini,Ivinga Nzia ,-1.835895,37.86429166666667,2026-03-02,Cattle,Foot and Mouth Disease (FMD),Unknown,52,9
County Government,Nakuru,Subukia,Waseges,Neck Muscle ,0.1159694,36.2226895,2026-03-02,Cattle,Foot and Mouth Disease (FMD),Unknown,6,1
County Government,Busia,Matayos,Burumba,Crushpens And Individual Homes,0.454132,34.1177502,2026-01-28,Cattle,Foot and Mouth Disease (FMD),Unknown,100,17
County Government,Busia,Matayos,Burumba,Crushpens/Individual Homes,0.4541328,34.1177456,2026-02-09,Cattle,Foot and Mouth Disease (FMD),Unknown,102,15
County Government,Busia,Matayos,Burumba,Crushpens/Individual Homes,0.4541328,34.1177456,2026-02-18,Cattle,Foot and Mouth Disease (FMD),Unknown,104,17
County Government,Busia,Matayos,Burumba,Crushpens/Individual Homes,0.4541328,34.1177456,2026-02-26,Cattle,Foot and Mouth Disease (FMD),Unknown,102,14
County Government,Kwale,Lungalunga,Vanga,Mwalewa Munyao,-4.579615,39.15332833333333,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,18,4
County Government,Makueni,Makueni,Mavindini,Kanthuni ,-1.8612817,37.8314761,2026-03-02,Cattle,Foot and Mouth Disease (FMD),Unknown,15,4
County Government,Makueni,Makueni,Mavindini,Kanthuni ,-1.8612817,37.8314761,2026-03-03,Cattle,Lumpy Skin Disease (LSD),Unknown,15,4
County Government,Kwale,Lungalunga,Vanga,Tsuini,-4.612831666666667,39.17226333333333,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,6,3
Private,Makueni,Kilome,Mukaa,Lumu,-1.8551558,37.2766445,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,83,10
County Government,Kwale,Lungalunga,Vanga,Kitsukwa Dip,-4.560538333333334,39.10680666666666,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,14,3
County Government,Kwale,Lungalunga,Vanga,Kiwegu,-4.613503333333334,39.225575000000006,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,20,3
County Government,Baringo,Baringo South,Ilchamus,Sintaan,0.4851248,36.05574,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,151,9
Unknown,Narok,Narok South,Loita,Oltankotua,-1.8702108,35.8186217,2026-03-03,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,75,1
County Government,Makueni,Makueni,Mavindini,Nzeveni ,-1.91027166,37.892518,2026-03-02,Cattle,Foot and Mouth Disease (FMD),Unknown,51,6
County Government,Makueni,Makueni,Mavindini,Nzeveni ,-1.91027166,37.892518,2026-03-02,Cattle,Lumpy Skin Disease (LSD),Unknown,51,6
County Government,Makueni,Makueni,Mavindini,Yekanga ,-1.9220027,37.8265201,2026-03-02,Cattle,Foot and Mouth Disease (FMD),Unknown,8,2
County Government,Makueni,Makueni,Mavindini,Yekanga ,-1.9220027,37.8265201,2026-03-02,Cattle,Lumpy Skin Disease (LSD),Unknown,9,2
County Government,Kwale,Lungalunga,Vanga,Mwamose B,-4.57848,39.218381666666666,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,4,2
County Government,Busia,Butula,Marachi East,Mauko,,,2026-03-06,Cattle,Foot and Mouth Disease (FMD),Unknown,39,6
County Government,Kisumu,Kisumu East,Kajulu,Got Nyabondo ,-0.0405611,34.7608981,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,162,58
County Government,Makueni,Makueni,Kitise/Kithuki,Kwetui,-1.972385,37.79276333333333,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,50,9
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Maatha,-1.9595774,37.5592808,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,71,23
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Maatha,-1.9196077,37.5216084,2026-03-03,Cattle,Lumpy Skin Disease (LSD),Unknown,71,23
County Government,Busia,Butula,Marachi North,Esibina,,,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,19,5
County Government,Baringo,Baringo North,Saimo/Soi,Moinonin,0.7091194,36.0361555,2026-03-02,Goats,Peste des Petit Ruminants (PPR),Unknown,200,2
County Government,Makueni,Makueni,Mavindini,Katithi ,-1.817665,37.81970833333333,2026-03-03,Cattle,Lumpy Skin Disease (LSD),Unknown,214,35
County Government,Makueni,Makueni,Mavindini,Katithi ,-1.81785,37.819995,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,214,35
County Government,Makueni,Makueni,Mavindini,Miangeni ,-1.8345283,37.82599533,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,9,2
County Government,Makueni,Makueni,Mavindini,Miangeni ,-1.8345383,37.825998333,2026-03-03,Cattle,Lumpy Skin Disease (LSD),Unknown,9,2
County Government,Makueni,Makueni,Mavindini,Kanzokea,-1.927377,37.798315,2026-03-03,Cattle,Lumpy Skin Disease (LSD),Unknown,53,4
County Government,Makueni,Makueni,Mavindini,Kanzokea,-1.927377,37.798315,2026-03-03,Cattle,Foot and Mouth Disease (FMD),Unknown,53,4
County Government,Kwale,Matuga,Waa,Farm ,-4.1949545,39.5906598,2026-03-04,Cattle,Foot and Mouth Disease (FMD),Unknown,10,12
County Government,Kwale,Matuga,Waa,Farm ,-4.2033915,39.5851704,2026-03-04,Cattle,Foot and Mouth Disease (FMD),Unknown,7,6
