Date of Report,Date of Start of Outbreak/Event,County,Sub-County,Ward,Locality,Species Affected,Production System,Abortion,Number Sick / Bitten,Number Dead,Disease/Condition,Nature of Diagnosis,Number of Humans Affected (If zoonosis),Number Vaccinated,Disease Control Method,Longitude,Latitude,Number Sick
2024-01-27,2024-01-27,Busia,Teso South,Amukura Central,Village/Farm,Cattle,Extensive,No,0,0,Black Quarter,Clinical,0,0,[Treatment],34.3121227,0.5106231,1
2024-01-27,2024-01-27,Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,Village/Farm,Goats,Extensive,No,0,0,Pink Eye,Clinical,0,0,[Treatment],35.4502865,0.9898006,4
2024-01-27,2024-01-27,Busia,Teso South,Ang'Orom,Village/Farm,Sheep,Intensive,No,0,8,Enterotoxaemia,Clinical,8,0,"[Treatment, Other]",34.2395545,0.4496855,8
2024-01-27,2024-01-27,Makueni,Kibwezi West,Makindu,Village/Farm,Cattle,Extensive,Yes,0,0,Animal bites,Clinical,0,0,[Treatment],37.7441976,-2.2208657,1
2024-01-27,2024-01-27,Kakamega,Lugari,Lwandeti,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],34.8449979,0.6039698,1
2024-01-27,2024-01-24,Kakamega,Malava,Butali/Chegulo,Village/Farm,Cattle,Mixed,No,0,0,Abcess,Clinical,0,0,[Treatment],34.8453428,0.4811257,1
2024-01-25,2023-12-27,Samburu,Samburu East,Waso,Village/Farm,Goats,Extensive,No,0,0,Peste des Petit Ruminants (PPR),Clinical,0,0,"[Treatment, Vaccination]",37.31955,1.5184867,1
2024-01-24,2024-01-23,Samburu,Samburu North,Baawa,Crush,Sheep,Extensive,Yes,0,0,Peste des Petit Ruminants (PPR),Clinical,0,0,[Vaccination],0.0,0.0,125
2024-01-27,2024-01-26,Kakamega,Malava,Chemuche,Village/Farm,Cattle,Mixed,No,0,0,Bee Sting ,Clinical,0,0,[Treatment],34.8636237,0.439779,1
2024-01-27,2024-01-26,Busia,Teso South,Amukura East,Village/Farm,Cattle,Extensive,No,0,0,Black Quarter,Clinical,0,0,[Treatment],34.2510165,0.5166238,1
2024-01-27,2024-01-22,Samburu,Samburu West,Lodokejek,Crush,Goats,Extensive,Yes,0,4,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,100,[Vaccination],36.759224,0.9602105,60
2024-01-27,2024-01-08,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],38.528481,3.599687,5
2024-01-27,2024-01-25,Marsabit,Moyale,Golbo,Village/Farm,Camel,Extensive,No,0,1,Poisoning,Clinical,0,0,[No Action],39.171518,3.446285,0
2024-01-27,2024-01-27,Marsabit,North Horr,Turbi,Village/Farm,Camel,Extensive,Yes,0,1,Rift Valley Fever (RVF),Clinical,0,0,[No Action],38.3750085,3.2960744,5
2024-01-27,2024-01-25,Marsabit,Moyale,Golbo,Village/Farm,Goats,Extensive,No,0,1,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,[Treatment],39.171518,3.446285,1
2024-01-27,2024-01-26,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],38.2439088,3.4912273,4
2024-01-27,2024-01-27,Busia,Matayos,Burumba,Village/Farm,Cattle,Mixed,No,0,0,Pink Eye,Clinical,0,0,[Treatment],34.1123317,0.4579498,3
2024-01-27,2024-01-27,Kakamega,Likuyani,Sango,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],35.0847507,0.7412483,1
2024-01-27,2024-01-26,Marsabit,Moyale,Uran,Village/Farm,Sheep,Extensive,No,0,0,Enterotoxaemia,Clinical,0,0,[Treatment],38.241528,3.489085,5
2024-01-27,2023-11-27,Samburu,Samburu West,Lodokejek,Village/Farm,Cattle,Extensive,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Vaccination]",36.81487,0.8462267,11
2024-01-27,2024-01-25,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],38.2439088,3.4912273,7
2024-01-27,2024-01-26,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],38.235465,3.503258,2
2024-01-27,2024-01-25,Kakamega,Malava,Butali/Chegulo,Village/Farm,Cattle,Mixed,No,0,0,Anaplasmosis,Clinical,0,0,"[Treatment, Vector Control]",34.843618,0.4813786,1
2024-01-27,2024-01-25,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,No,0,1,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,"[Treatment, No Action]",38.2439088,3.4912273,11
2024-01-27,2024-01-25,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,No,0,1,Pneumonia,Clinical,0,0,[Treatment],38.2439088,3.4912273,6
2024-01-27,2024-01-26,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],38.2439088,3.4912273,3
2024-01-24,2024-01-24,Marsabit,Moyale,Golbo,Village/Farm,Goats,Extensive,Yes,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],39.204077,3.34111,3
2024-01-27,2024-01-27,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],38.2439088,3.4912273,5
2024-01-28,2024-01-28,Mombasa,Kisauni,Bamburi,Village/Farm,Pigs,Intensive,Yes,0,0,Uterine Infection,Clinical,0,0,[Treatment],39.7066179,-3.9871228,1
2024-01-28,2024-01-28,Marsabit,Moyale,Golbo,Village/Farm,Goats,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],39.221995,3.327542,3
2024-01-27,2024-01-25,Marsabit,Moyale,Golbo,Village/Farm,Camel,Extensive,No,0,0,Mange,Clinical,0,0,[Treatment],39.04077,3.34111,1
2024-01-28,2024-01-22,Marsabit,Moyale,Golbo,Village/Farm,Sheep,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],39.221995,3.327542,6
2024-01-28,2024-01-28,Vihiga,Emuhaya,Central Bunyore,Village/Farm,Dogs,Intensive,No,0,2,Parvovirus,Clinical,0,0,[Treatment],34.6011103,0.0476514,3
2024-01-28,2024-01-28,Kakamega,Likuyani,Sango,Village/Farm,Cattle,Mixed,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],35.0730544,0.7298859,2
2024-01-28,2024-01-25,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],38.241528,3.489085,8
2024-01-28,2024-01-28,Marsabit,Moyale,Heillu/Manyatta,Village/Farm,Cattle,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],39.0702614,3.5266967,1
2024-01-28,2024-01-28,Kakamega,Likuyani,Sango,Village/Farm,Cattle,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],35.0627329,0.7126586,3
2024-01-28,2024-01-28,Nyeri,Mukurweini,Gikondi,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,1,0,"[Treatment, Vector Control]",37.127367,-0.6270211,1
2024-01-28,2024-01-27,Marsabit,Moyale,Uran,Village/Farm,Sheep,Extensive,No,0,1,Enterotoxaemia,Clinical,0,0,[Treatment],38.0983455,3.5111308,3
2024-01-24,2024-01-24,Taita Taveta,Mwatate,Mwatate,Village/Farm,Goats,Mixed,No,0,0,Anaplasmosis ,Clinical,0,0,[Treatment],38.3193719,-3.5010176,1
2024-01-28,2024-01-26,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],38.23996,3.486073,5
2024-01-28,2024-01-28,Kakamega,Likuyani,Sango,Village/Farm,Sheep,Intensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],35.0627329,0.7126586,5
2024-01-28,2024-01-26,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],38.23996,3.486073,16
2024-01-28,2024-01-28,Taita Taveta,Mwatate,Mwatate,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],38.3845509,-3.5031849,1
2024-01-28,2024-01-22,Taita Taveta,Mwatate,Rong'E,Village/Farm,Goats,Extensive,No,0,0,Diarrhoea,Clinical,0,0,[Treatment],38.4825282,-3.3693761,2
2024-01-28,2024-01-28,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,[Treatment],38.5593619,3.4942184,3
2024-01-28,2024-01-26,Vihiga,Sabatia,West Sabatia,Village/Farm,Cattle,Intensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],34.7379935,0.1289843,1
2024-01-28,2024-01-27,Taita Taveta,Voi,Ngolia,Village/Farm,Cattle,Intensive,No,0,0,Mastitis,Clinical,0,0,[Treatment],38.4319137,-3.3410211,1
2024-01-28,2024-01-21,Taita Taveta,Mwatate,Rong'E,Village/Farm,Cattle,Intensive,No,0,0,Pink Eye Infection,Clinical,0,0,[Treatment],38.4729999,-3.3680585,2
2024-01-28,2023-09-14,Samburu,Samburu East,Wamba West,Village/Farm,Cattle,Extensive,No,0,0,Photosensitization ,Clinical,0,0,[No Action],37.1933417,0.93418,0
2024-01-29,2024-01-28,Marsabit,Moyale,Golbo,Village/Farm,Cattle,Extensive,No,0,1,Neurological Diseases ,Clinical,0,0,[No Action],39.12208084,3.47916298,0
2024-01-29,2024-01-28,Kajiado,Kajiado West,Keekonyokie,Abattoir,Cattle,Extensive,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,[Vaccination],36.6851044,-1.4333828,5
2024-01-28,2024-01-28,Marsabit,Saku,Karare,Village/Farm,Camel,Unknown,No,0,0,Mange,Clinical,0,0,[Treatment],37.9272976,2.3138324,6
2024-01-29,2024-01-29,Vihiga,Sabatia,Chavakali,Abattoir,Pigs,Unknown,No,0,0,Enterotoxaemia,Clinical,0,0,[Isolation],34.7480092,0.116709,1
2024-01-29,2024-01-29,Marsabit,North Horr,Turbi,Village/Farm,Camel,Extensive,Yes,0,2,Rift Valley Fever (RVF),Clinical,0,0,[No Action],38.1221324,2.86254,5
2024-01-28,2024-01-28,Marsabit,Saku,Karare,Village/Farm,Camel,Unknown,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],37.9468393,2.3171612,17
2024-01-29,2024-01-29,Busia,Nambale,Nambale Township,Village/Farm,Cattle,Intensive,No,0,0,Dermatophycosis,Clinical,0,0,"[Treatment, Vector Control, Other]",34.2742835,0.4499883,1
2024-01-29,2024-01-02,Samburu,Samburu East,Waso,Village/Farm,Goats,Extensive,No,0,0,Peste des Petit Ruminants (PPR),Clinical,0,0,"[Vaccination, Treatment]",37.3549483,1.30599,1
2024-01-28,2024-01-26,Nakuru,Bahati,Kiamaina,Village/Farm,Chicken,Extensive,No,0,1,Infection Coryza,Clinical,0,0,"[Treatment, Isolation, Other]",36.1271306,-0.2806356,6
2024-01-29,2023-12-22,Samburu,Samburu East,Wamba North,Village/Farm,Camel,Unknown,No,0,0,Wound,Clinical,0,0,[Treatment],37.5626109,0.9020043,0
2024-01-29,2024-01-25,Samburu,Samburu East,Wamba North,Village/Farm,Goats,Extensive,No,0,0,Fracture,Clinical,0,0,[No Action],37.5626109,0.9020043,0
2024-01-28,2024-01-26,Marsabit,Moyale,Golbo,Village/Farm,Goats,Extensive,No,0,0,Mange,Clinical,0,0,[Treatment],39.204074,3.34109,3
2024-01-28,2024-01-25,Marsabit,Moyale,Golbo,Village/Farm,Goats,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[No Action],39.204076,3.34108,2
2024-01-29,2024-01-26,Marsabit,Moyale,Golbo,Village/Farm,Camel,Extensive,No,0,1,Unkown,Clinical,0,0,[No Action],39.12208084,3.47916298,0
2024-01-29,2024-01-25,Marsabit,Moyale,Butiye,Village/Farm,Goats,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],39.02290091,3.49350508,1
2024-01-29,2024-01-11,Samburu,Samburu East,Wamba North,Village/Farm,Goats,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[No Action],37.5626109,0.9020043,0
2024-01-29,2024-01-26,Makueni,Kibwezi East,Thange,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],37.9438587,-2.535041,1
2024-01-29,2024-01-14,Samburu,Samburu East,Wamba North,Village/Farm,Sheep,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[No Action],37.5626109,0.9020043,0
2024-01-28,2024-01-25,Makueni,Kibwezi West,Kikumbulyu South,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],37.9604158,-2.4075271,1
2024-01-29,2024-01-29,Samburu,Samburu North,Nyiro,Village/Farm,Sheep,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],36.9210184,2.0991038,2
2024-01-29,2024-01-29,Samburu,Samburu West,Loosuk,Village/Farm,Cattle,Intensive,No,0,0,0,Clinical,0,0,[Treatment],36.5687228,1.0418031,1
2024-01-29,2023-12-26,Taita Taveta,Mwatate,Wusi/Kishamba,Village/Farm,Cattle,Intensive,No,0,0,Trypanosomiasis,Clinical,0,0,"[Treatment, Vector Control]",38.346373,-3.4509292,1
2024-01-13,2024-01-12,Taita Taveta,Voi,Marungu,Village/Farm,Goats,Extensive,No,0,0,Enteritis,Clinical,0,0,[Treatment],38.7488424,-3.5582221,1
2024-01-29,2024-01-29,Siaya,Ugenya,West Ugenya,Village/Farm,Sheep,Mixed,No,0,0,0,Clinical,0,0,[Treatment],34.1637986,0.2059903,1
2024-01-13,2024-01-11,Taita Taveta,Voi,Marungu,Village/Farm,Cattle,Mixed,No,0,0,Black Quarter,Clinical,0,0,"[Treatment, Other]",38.7488424,-3.5582221,1
2024-01-29,2024-01-29,Makueni,Makueni,Muvau/Kikuumini,Village/Farm,Cattle,Mixed,No,0,0,0,Clinical,0,0,[Treatment],37.6614447,-1.8536943,9
2024-01-26,2024-01-26,Makueni,Kibwezi West,Nguu/Masumba,Village/Farm,Cattle,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],0.0,0.0,2
2024-01-29,2024-01-27,Kakamega,Malava,Butali/Chegulo,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Vector Control],34.8360284,0.4622455,3
2024-01-29,2024-01-27,Taita Taveta,Voi,Marungu,Village/Farm,Cattle,Mixed,No,0,0,Wounds and Abrasion ,Clinical,0,2,"[Treatment, Other]",38.7488421,-3.5582253,1
2024-01-28,2024-01-28,Makueni,Mbooni,Kalawa,Village/Farm,Goats,Extensive,Yes,0,0,Peste des Petit Ruminants (PPR),Clinical,0,0,[Treatment],0.0,0.0,0
2024-01-21,2024-01-21,Marsabit,Moyale,Obbu,Village/Farm,Sheep,Mixed,No,0,0,Poisoning,Clinical,0,0,[Treatment],38.6547863,3.5077268,2
2024-01-21,2024-01-21,Marsabit,Moyale,Obbu,Village/Farm,Goats,Mixed,No,0,1,Poisoning,Clinical,0,0,[Treatment],38.6547863,3.5077268,4
2024-01-29,2024-01-29,Makueni,Kibwezi West,Nguu/Masumba,Village/Farm,Cattle,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],37.7305784,-1.9156976,3
2024-01-28,2024-01-29,Marsabit,Moyale,Obbu,Village/Farm,Camel,Extensive,No,0,1,Trypanosomiasis,Clinical,0,0,[Treatment],38.6347947,3.5129887,1
2023-12-28,2024-01-25,Kwale,Kinango,Mackinnon Road,Village/Farm,Cattle,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],39.1242844,-3.7499408,2
2024-01-29,2024-01-27,Kwale,Kinango,Mackinnon Road,Village/Farm,Goats,Extensive,Yes,0,0,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,35,"[Treatment, Vaccination]",39.1265615,-3.750576,5
2024-01-29,2024-01-27,Trans Nzoia,Cherangany,Chepsiro/Kiptoror,Village/Farm,Cattle,Extensive,No,0,0,Footrot,Clinical,0,0,[Treatment],35.34979820251465,1.022490262985229,1
2024-01-29,2024-01-29,Makueni,Kibwezi East,Ivingoni/Nzambani,Village/Farm,Goats,Mixed,No,0,1,Animal bites,Post Mortem,1,0,[Other],38.1340227,-2.6721827,0
2024-01-30,2024-01-17,Samburu,Samburu East,Waso,Village/Farm,Sheep,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],0.0,0.0,1
2024-01-29,2024-01-26,Samburu,Samburu North,Nyiro,Village/Farm,Goats,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],36.9203463,2.0978815,1
2024-01-29,2024-01-11,Samburu,Samburu West,Maralal,Village/Farm,Sheep,Extensive,No,0,0,Peste des Petit Ruminants (PPR),Clinical,0,0,[Treatment],0.0,0.0,6
2024-01-30,2024-01-28,Kakamega,Shinyalu,Isukha North,Abattoir,Cattle,Unknown,No,0,0,Rabies,Clinical,0,0,[Isolation],0.0,0.0,1
2024-01-23,2024-01-13,Samburu,Samburu West,Lodokejek,Crush,Goats,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],36.7784157,0.9243862,2
2024-01-30,2024-01-30,Kakamega,Malava,East Kabras,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Vector Control],34.8612094,0.4109543,1
2024-01-29,2024-01-30,Marsabit,Moyale,Obbu,Village/Farm,Goats,Extensive,No,0,0,Mastitis,Clinical,0,0,[Treatment],38.6433165,3.5244215,3
2024-01-30,2024-01-30,Bungoma,Bumula,Khasoko,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vaccination, Vector Control]",34.4744053,0.5360053,3
2024-01-30,2024-01-29,Samburu,Samburu North,Nyiro,Village/Farm,Sheep,Extensive,No,0,0,Peste des Petit Ruminants (PPR),Clinical,0,0,[No Action],36.9210184,2.0991038,1
2024-01-29,2024-01-29,Kakamega,Malava,Chemuche,Village/Farm,Cattle,Mixed,No,0,0,Mastitis,Clinical,0,0,[Treatment],34.8422381,0.4360136,2
2024-01-27,2024-01-28,Kakamega,Malava,Chemuche,Village/Farm,Cattle,Mixed,No,0,0,Anaplasmosis,Clinical,0,0,[Vector Control],34.855346,0.3906416,1
2024-01-30,2024-01-30,Taita Taveta,Taveta,Mboghoni,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",37.6554588,-3.4842818,1
2024-01-30,2024-01-26,Samburu,Samburu East,Wamba North,Village/Farm,Goats,Extensive,No,0,0,Contagious Ecthyma,Clinical,0,0,[No Action],37.3748773,1.3652897,2
2024-01-29,2024-01-28,Kakamega,Lugari,Lugari,Village/Farm,Pigs,Extensive,No,0,0,Animal bites,Clinical,0,0,[Treatment],34.9198213,0.6519095,1
2024-01-30,2024-01-19,Nakuru,Gilgil,Elementaita,Village/Farm,Goats,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[Treatment],36.2137498,-0.3645703,132
2024-01-30,2024-01-27,Narok,Narok South,Loita,Village/Farm,Goats,Mixed,No,0,2,Peste des Petit Ruminants (PPR),Clinical,0,380,[Vaccination],35.6524308,-1.7913188,6
2024-01-30,2024-01-30,Kakamega,Butere,Marama South,Village/Farm,Cattle,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Other],34.4251972,0.1461294,0
2024-01-30,2024-01-17,Samburu,Samburu East,Wamba North,Village/Farm,Camel,Unknown,No,0,0,Contagious Skin Necrosis ,Clinical,0,0,[Treatment],37.3748773,1.3652897,0
